index,date,text,text_token,words
20,2020-04-28 00:01:42+00:00,RT @kichobin: o primeiro role pos quarentena tem a obrigacao de ser assim  https://t.co/EfkmAsK0mc,"['primeiro', 'role', 'pos', 'quarentena', 'obrigacao', 'ser', 'assim']",primeiro role pos quarentena obrigacao ser assim
21,2020-04-28 00:01:42+00:00,RT @akamaitxt: quarentena dia ???:  fiz um compilado do tanto de atividades familiares que meus sims fizeram na festa de inauguracao da cas...,"['quarentena', 'dia', 'fiz', 'compilado', 'tanto', 'atividades', 'familiares', 'sims', 'fizeram', 'festa', 'inauguracao', 'cas', '...']",quarentena dia fiz compilado tanto atividades familiares sims fizeram festa inauguracao cas ...
22,2020-04-28 00:01:42+00:00,RT @GFiuza_Oficial: E Mandetta exonerou a vergonha na cara ao sair abracando seus puxa-sacos sem mascara em ambiente fechado e aglomerado d...,"['mandetta', 'exonerou', 'vergonha', 'cara', 'sair', 'abracando', 'puxa-sacos', 'mascara', 'ambiente', 'fechado', 'aglomerado', 'd', '...']",mandetta exonerou vergonha cara sair abracando puxa-sacos mascara ambiente fechado aglomerado d ...
23,2020-04-28 00:01:42+00:00,@l03n27 Muita verdade! Ainda mais na quarentena que essa criancada fica mais em casa,"['muita', 'verdade', 'ainda', 'quarentena', 'criancada', 'fica', 'casa']",muita verdade ainda quarentena criancada fica casa
24,2020-04-28 00:01:43+00:00,RT @Poder360: Teich diz que nao havera medida intempestiva contra isolamento social (@TeichNelson)  https://t.co/W6gxhF8SWB,"['teich', 'diz', 'nao', 'havera', 'medida', 'intempestiva', 'contra', 'isolamento', 'social']",teich diz nao havera medida intempestiva contra isolamento social
25,2020-04-28 00:01:43+00:00,RT @djoss35wenny: Inicio da quarentena / 2 meses depois,"['inicio', 'quarentena', '2', 'meses']",inicio quarentena 2 meses
26,2020-04-28 00:01:43+00:00,testando look p sapekos pos quarentena boa noite,"['testando', 'look', 'p', 'sapekos', 'pos', 'quarentena', 'boa', 'noite']",testando look p sapekos pos quarentena boa noite
27,2020-04-28 00:01:43+00:00,amigos  pos quarentena meu proximo bbb vamo juntar todo mundo em,"['amigos', 'pos', 'quarentena', 'proximo', 'bbb', 'vamo', 'juntar', 'todo', 'mundo']",amigos pos quarentena proximo bbb vamo juntar todo mundo
28,2020-04-28 00:01:43+00:00,Nao vejo a hora da quarentena acabar para lancar novas tatuagens,"['nao', 'vejo', 'hora', 'quarentena', 'acabar', 'lancar', 'novas', 'tatuagens']",nao vejo hora quarentena acabar lancar novas tatuagens
29,2020-04-28 00:01:44+00:00,meu forte ja nao era paciencia  nessa quarentena entao..... bateu um vento em mim eu ja to mandando tomar no cu,"['forte', 'ja', 'nao', 'paciencia', 'nessa', 'quarentena', 'entao', '...', 'bateu', 'vento', 'mim', 'ja', 'to', 'mandando', 'tomar', 'cu']",forte ja nao paciencia nessa quarentena entao ... bateu vento mim ja to mandando tomar cu
30,2020-04-28 00:01:44+00:00,RT @AnnaMellPaula1: Sobre a quarentena kkk tomara q nao flope aqui kkk [?] https://t.co/0hclIAVsd0,"['sobre', 'quarentena', 'kkk', 'tomara', 'q', 'nao', 'flope', 'aqui', 'kkk']",sobre quarentena kkk tomara q nao flope aqui kkk
31,2020-04-28 00:01:44+00:00,RT @rairaleme_: to me surpreendendo com as pessoas nessa quarentena.. algumas pra melhor  com outras pra piorr,"['to', 'surpreendendo', 'pessoas', 'nessa', 'quarentena', '..', 'algumas', 'pra', 'melhor', 'outras', 'pra', 'piorr']",to surpreendendo pessoas nessa quarentena .. algumas pra melhor outras pra piorr
32,2020-04-28 00:01:44+00:00,RT @pongocomics: Perdendo a sanidade ja nessa quarentena. Abracar pessoas deve ser tao bom,"['perdendo', 'sanidade', 'ja', 'nessa', 'quarentena', 'abracar', 'pessoas', 'deve', 'ser', 'tao', 'bom']",perdendo sanidade ja nessa quarentena abracar pessoas deve ser tao bom
33,2020-04-28 00:01:45+00:00,o problema q eu queria ter,"['problema', 'q', 'queria', 'ter']",problema q queria ter
34,2020-04-28 00:01:45+00:00,Tirei 100% irritado! https://t.co/LpgZKkY0mQ pqp,"['tirei', '100', 'irritado']",tirei 100 irritado
35,2020-04-28 00:01:45+00:00,por favor Deus  me da essa vontade de querer viver uma vida saudavel na quarentena de novo por favor  nao quero ser inutil,"['favor', 'deus', 'vontade', 'querer', 'viver', 'vida', 'saudavel', 'quarentena', 'novo', 'favor', 'nao', 'quero', 'ser', 'inutil']",favor deus vontade querer viver vida saudavel quarentena novo favor nao quero ser inutil
36,2020-04-28 00:01:45+00:00,Tai  musica pra ouvir junto com o love - mesmo a distancia  em quarentena:  https://t.co/8sO7cdUuBw,"['tai', 'musica', 'pra', 'ouvir', 'junto', 'love', 'distancia', 'quarentena']",tai musica pra ouvir junto love distancia quarentena
39,2020-04-28 00:01:46+00:00,RT @dri_dka: mano  os patroes da minha mae fizeram ela ir trabalhar hoje e querem que ela va na sexta tambem  MEU  E QUARENTENA  DEIXA A PO...,"['mano', 'patroes', 'mae', 'fizeram', 'ir', 'trabalhar', 'hoje', 'querem', 'va', 'sexta', 'tambem', 'quarentena', 'deixa', 'po', '...']",mano patroes mae fizeram ir trabalhar hoje querem va sexta tambem quarentena deixa po ...
40,2020-04-28 00:01:46+00:00,@s_cigs O que a quarentena faz as pessoas [?],"['quarentena', 'faz', 'pessoas']",quarentena faz pessoas
41,2020-04-28 00:01:46+00:00,Eu desisti foda-se se eu reprovar  o bagulho e sair vivo dessa quarentena.,"['desisti', 'foda-se', 'reprovar', 'bagulho', 'sair', 'vivo', 'dessa', 'quarentena']",desisti foda-se reprovar bagulho sair vivo dessa quarentena
42,2020-04-28 00:01:46+00:00,RT @Vitaall_: cara voces assistem televisao? chegaram  CONTEINERES NO EVANDRO FREIRE PRA CONGELAR CORPOS!!!!!! Levem as coisas mais a serio...,"['cara', 'voces', 'assistem', 'televisao', 'chegaram', 'conteineres', 'evandro', 'freire', 'pra', 'congelar', 'corpos', 'levem', 'coisas', 'serio', '...']",cara voces assistem televisao chegaram conteineres evandro freire pra congelar corpos levem coisas serio ...
43,2020-04-28 00:01:46+00:00,@anticacocardass Agradeco a todos vcs  mesmo eu sendo superior  considero todo mundo e quem sabe um dia vcs possam... https://t.co/PXZhHXqIqC,"['agradeco', 'todos', 'vcs', 'sendo', 'superior', 'considero', 'todo', 'mundo', 'sabe', 'dia', 'vcs', 'possam', '...']",agradeco todos vcs sendo superior considero todo mundo sabe dia vcs possam ...
45,2020-04-28 00:01:46+00:00,+ 1 mes de quarentena e eu vou comecar a fzr merda sem pensar,"['1', 'mes', 'quarentena', 'vou', 'comecar', 'fzr', 'merda', 'pensar']",1 mes quarentena vou comecar fzr merda pensar
48,2020-04-28 00:01:46+00:00,RT @otakuzinh0: Quarentena dia ???: eu me tornei o Naruto https://t.co/1ZozBA8Dgn,"['quarentena', 'dia', 'tornei', 'naruto']",quarentena dia tornei naruto
50,2020-04-28 00:01:47+00:00,Quando que essa quarentena acaba pra voltar tudo ao normal ? Resenha   futebol   churrasco e mais resenha . ,"['quarentena', 'acaba', 'pra', 'voltar', 'tudo', 'normal', 'resenha', 'futebol', 'churrasco', 'resenha']",quarentena acaba pra voltar tudo normal resenha futebol churrasco resenha
51,2020-04-28 00:01:47+00:00,ja deve ser a quarta festa que estao fazendo nessa quarentena,"['ja', 'deve', 'ser', 'quarta', 'festa', 'estao', 'fazendo', 'nessa', 'quarentena']",ja deve ser quarta festa estao fazendo nessa quarentena
52,2020-04-28 00:01:47+00:00,RT @ayrtonline: gente a pugliesi pediu desculpa aparentemente ela so furou a quarentena de forma estrutural [?],"['gente', 'pugliesi', 'pediu', 'desculpa', 'aparentemente', 'so', 'furou', 'quarentena', 'forma', 'estrutural']",gente pugliesi pediu desculpa aparentemente so furou quarentena forma estrutural
53,2020-04-28 00:01:47+00:00,RT @HentgesRenan: nunca desejei tanto q essa quarentena passasse logo ,"['nunca', 'desejei', 'tanto', 'q', 'quarentena', 'passasse', 'logo']",nunca desejei tanto q quarentena passasse logo
54,2020-04-28 00:01:47+00:00,RT @rita_mrodrigues: quarentena: a eu: https://t.co/hjQY6sQil9,['quarentena'],quarentena
55,2020-04-28 00:01:47+00:00,Depois da quarentena eu vou versao hard:  1.  2. Tomara 3. Quero 4. Quem sabe 5. Nunca 6. Nao  7. Pode ser  8.... https://t.co/MJG2MgDc4k,"['quarentena', 'vou', 'versao', 'hard', '1', '2', 'tomara', '3', 'quero', '4', 'sabe', '5', 'nunca', '6', 'nao', '7', 'pode', 'ser', '8', '...']",quarentena vou versao hard 1 2 tomara 3 quero 4 sabe 5 nunca 6 nao 7 pode ser 8 ...
56,2020-04-28 00:01:48+00:00,Na quarentena eu vou malhar pra ficar bem gostosa: https://t.co/YBwE9J7oIJ,"['quarentena', 'vou', 'malhar', 'pra', 'ficar', 'bem', 'gostosa']",quarentena vou malhar pra ficar bem gostosa
57,2020-04-28 00:01:48+00:00,RT @alvxaro: @virgfonseca nossa se for trolagem eu furo a quarentena so ir na casa de vcs pra dar 2 tapa na cara de cada um,"['trolagem', 'furo', 'quarentena', 'so', 'ir', 'casa', 'vcs', 'pra', 'dar', '2', 'tapa', 'cara', 'cada']",trolagem furo quarentena so ir casa vcs pra dar 2 tapa cara cada
58,2020-04-28 00:01:48+00:00,RT @luscas: dia sei la qual da quarentena.. vejo coisas onde nao tem https://t.co/UYBBnqo5l9,"['dia', 'sei', 'la', 'quarentena', '..', 'vejo', 'coisas', 'onde', 'nao']",dia sei la quarentena .. vejo coisas onde nao
59,2020-04-28 00:01:48+00:00,RT @_carolrrocha: eu me sinto uma otaria respeitando o isolamento juro,"['sinto', 'otaria', 'respeitando', 'isolamento', 'juro']",sinto otaria respeitando isolamento juro
60,2020-04-28 00:01:49+00:00,RT @limalz_: o povo indo pro santa esquina na primeira sexta pos quarentena,"['povo', 'indo', 'pro', 'santa', 'esquina', 'primeira', 'sexta', 'pos', 'quarentena']",povo indo pro santa esquina primeira sexta pos quarentena
61,2020-04-28 00:01:49+00:00,Primeiro baile que eu for depois da quarentena so vou embora meio dia kkk,"['primeiro', 'baile', 'quarentena', 'so', 'vou', 'embora', 'meio', 'dia', 'kkk']",primeiro baile quarentena so vou embora meio dia kkk
62,2020-04-28 00:01:49+00:00,@ademir_arantes Voces gostam muito  alegro a quarentena!,"['voces', 'gostam', 'alegro', 'quarentena']",voces gostam alegro quarentena
63,2020-04-28 00:01:50+00:00,E isso  quarentena fez eu raspa o cabelo ,"['quarentena', 'fez', 'raspa', 'cabelo']",quarentena fez raspa cabelo
64,2020-04-28 00:01:50+00:00,RT @OMercadoPopular: E vamos comecar AMANHA  as 18 horas!  Nosso fundador @P_droMenezes apresentara um debate com os pesquisadores @rdahis...,"['vamos', 'comecar', 'amanha', '18', 'horas', 'fundador', 'apresentara', 'debate', 'pesquisadores', '...']",vamos comecar amanha 18 horas fundador apresentara debate pesquisadores ...
65,2020-04-28 00:01:50+00:00,cortei absolutamente todas as minhas roupas nessa quarentena,"['cortei', 'absolutamente', 'todas', 'roupas', 'nessa', 'quarentena']",cortei absolutamente todas roupas nessa quarentena
66,2020-04-28 00:01:50+00:00,Eu mesma aprendendo frances na quarentena,"['mesma', 'aprendendo', 'frances', 'quarentena']",mesma aprendendo frances quarentena
68,2020-04-28 00:01:50+00:00,RT @Rconstantino: Pelo visto o novo ministro comecou a TRABALHAR  e muitos sentem saudades do Rolando Lero e aqueles discursos infindaveis...,"['visto', 'novo', 'ministro', 'comecou', 'trabalhar', 'muitos', 'sentem', 'saudades', 'rolando', 'lero', 'discursos', 'infindaveis', '...']",visto novo ministro comecou trabalhar muitos sentem saudades rolando lero discursos infindaveis ...
69,2020-04-28 00:01:50+00:00,Pra quem entendeu: depois da quarentena vamos todos a igreja kkkk,"['pra', 'entendeu', 'quarentena', 'vamos', 'todos', 'igreja', 'kkk']",pra entendeu quarentena vamos todos igreja kkk
70,2020-04-28 00:01:50+00:00,quando acabar a quarentena o primeiro role q tiver eu vou ai de mim,"['acabar', 'quarentena', 'primeiro', 'role', 'q', 'vou', 'ai', 'mim']",acabar quarentena primeiro role q vou ai mim
71,2020-04-28 00:01:50+00:00,RT @FilosofiaMderna: Eu isolado querendo matar os arrombados que nao respeitam a quarentena https://t.co/X3OssY4tHa,"['isolado', 'querendo', 'matar', 'arrombados', 'nao', 'respeitam', 'quarentena']",isolado querendo matar arrombados nao respeitam quarentena
72,2020-04-28 00:01:50+00:00,RT @PaulaLavigne: Aula sobre R retroflexo [?] Nada de live nada de malhar @caetanoveloso [?] #ficaemcasa #quarentena #nadadelive #caetan...,"['aula', 'sobre', 'r', 'retroflexo', 'nada', 'live', 'nada', 'malhar', 'ficaemcasa', 'quarentena', 'nadadelive', 'caetan', '...']",aula sobre r retroflexo nada live nada malhar ficaemcasa quarentena nadadelive caetan ...
75,2020-04-28 00:01:51+00:00,eu nao ia aguentar esse semestre perto dos meus colegas de sala  muita gente falando em oportunidade da quarentena  essa e a minha,"['nao', 'ia', 'aguentar', 'semestre', 'perto', 'colegas', 'sala', 'muita', 'gente', 'falando', 'oportunidade', 'quarentena']",nao ia aguentar semestre perto colegas sala muita gente falando oportunidade quarentena
76,2020-04-28 00:01:51+00:00,RT @____Srkv: Acabando a quarentena so quero um emprego meu Deus por favor UM EMPREGO ,"['acabando', 'quarentena', 'so', 'quero', 'emprego', 'deus', 'favor', 'emprego']",acabando quarentena so quero emprego deus favor emprego
78,2020-04-28 00:01:51+00:00,Tirei 100% irritado! https://t.co/zbHhzqMXcV,"['tirei', '100', 'irritado']",tirei 100 irritado
79,2020-04-28 00:01:51+00:00,RT @1rminha: Eu tendo que lidar comigo mesma na quarentena,"['tendo', 'lidar', 'comigo', 'mesma', 'quarentena']",tendo lidar comigo mesma quarentena
80,2020-04-28 00:01:51+00:00,Ainda nao abri a aplicacao so para perceberem o quao preguicoso sou,"['ainda', 'nao', 'abri', 'aplicacao', 'so', 'perceberem', 'quao', 'preguicoso']",ainda nao abri aplicacao so perceberem quao preguicoso
81,2020-04-28 00:01:51+00:00,RT @marisartori_: dia 39 de quarentena eu pintei o @BabuSantana https://t.co/aw4rmEzz0y,"['dia', '39', 'quarentena', 'pintei']",dia 39 quarentena pintei
82,2020-04-28 00:01:51+00:00,RT @FalaRenata: Belivaldo so faltou abrir a casa dele e chamar todo mundo pro churrasco porque de resto abriu TUDO.  Esse decreto me parece...,"['belivaldo', 'so', 'faltou', 'abrir', 'casa', 'chamar', 'todo', 'mundo', 'pro', 'churrasco', 'porque', 'resto', 'abriu', 'tudo', 'decreto', 'parece', '...']",belivaldo so faltou abrir casa chamar todo mundo pro churrasco porque resto abriu tudo decreto parece ...
83,2020-04-28 00:01:51+00:00,Hoje foi o dia que mais me senti cansada dessa quarentena  emocionalmente falando.  Serio  Ja ate descontei na comida....,"['hoje', 'dia', 'senti', 'cansada', 'dessa', 'quarentena', 'emocionalmente', 'falando', 'serio', 'ja', 'ate', 'descontei', 'comida', '...']",hoje dia senti cansada dessa quarentena emocionalmente falando serio ja ate descontei comida ...
84,2020-04-28 00:01:51+00:00,@nubank seguir em isolamento em uma roca bem afastada  com toda a familia,"['seguir', 'isolamento', 'roca', 'bem', 'afastada', 'toda', 'familia']",seguir isolamento roca bem afastada toda familia
85,2020-04-28 00:01:51+00:00,@luizamuraga meninaaaa nos congressos de cuidados paliativos que eu vou sempre falam desse livro  no estagio de ido... https://t.co/VaAQDuxhsy,"['meninaaa', 'congressos', 'cuidados', 'paliativos', 'vou', 'sempre', 'falam', 'desse', 'livro', 'estagio', 'ido', '...']",meninaaa congressos cuidados paliativos vou sempre falam desse livro estagio ido ...
86,2020-04-28 00:01:52+00:00,minha mae ligou pra dar parabens pro meu tio e descobriu que ta todo mundo na casa dele   INFERNO DE FAMILIA BURRA... https://t.co/CGZFnYTLco,"['mae', 'ligou', 'pra', 'dar', 'parabens', 'pro', 'tio', 'descobriu', 'ta', 'todo', 'mundo', 'casa', 'inferno', 'familia', 'burra', '...']",mae ligou pra dar parabens pro tio descobriu ta todo mundo casa inferno familia burra ...
87,2020-04-28 00:01:52+00:00,RT @dudapaulinoo: saudades d quando eu achava que quarentena seria ferias,"['saudades', 'd', 'achava', 'quarentena', 'ferias']",saudades d achava quarentena ferias
88,2020-04-28 00:01:52+00:00,RT @Luanft18: Culpa da quarentena kkkk [?] https://t.co/ufiga56OsZ,"['culpa', 'quarentena', 'kkk']",culpa quarentena kkk
89,2020-04-28 00:01:52+00:00,Ela esperava: um terceirao tipo hsm  com camisas da sala  festas  formaturas  sextas tematicas  idas ao cinema  Ela... https://t.co/b4KqxJW4s2,"['esperava', 'terceirao', 'tipo', 'hsm', 'camisas', 'sala', 'festas', 'formaturas', 'sextas', 'tematicas', 'idas', 'cinema', '...']",esperava terceirao tipo hsm camisas sala festas formaturas sextas tematicas idas cinema ...
90,2020-04-28 00:01:52+00:00,RT @helois777777777: NUNCA poderia IMAGINAR ne @CarlosMoises,"['nunca', 'poderia', 'imaginar', 'ne']",nunca poderia imaginar ne
92,2020-04-28 00:01:52+00:00,RT @thanity_: Quando essa quarentena acabar eu nem respondo pelas minhas atitudes  vou fingir que e carna,"['quarentena', 'acabar', 'respondo', 'atitudes', 'vou', 'fingir', 'carna']",quarentena acabar respondo atitudes vou fingir carna
93,2020-04-28 00:01:52+00:00,em busca de joguinhos para apaziguar minha vontade de fazer alguma coisa nessa quarentena  alguma sugestao twisters?,"['busca', 'joguinhos', 'apaziguar', 'vontade', 'fazer', 'alguma', 'coisa', 'nessa', 'quarentena', 'alguma', 'sugestao', 'twisters']",busca joguinhos apaziguar vontade fazer alguma coisa nessa quarentena alguma sugestao twisters
94,2020-04-28 00:01:52+00:00,quando a quarentena acabar eu vou viver no Dona Vitamina,"['quarentena', 'acabar', 'vou', 'viver', 'dona', 'vitamina']",quarentena acabar vou viver dona vitamina
95,2020-04-28 00:01:53+00:00,agr adeus  ate o fim da quarentena,"['agr', 'adeus', 'ate', 'fim', 'quarentena']",agr adeus ate fim quarentena
96,2020-04-28 00:01:53+00:00,RT @TodaSapataJa: Quarentena dando problemas na visao https://t.co/CHortyygR1,"['quarentena', 'dando', 'problemas', 'visao']",quarentena dando problemas visao
97,2020-04-28 00:01:53+00:00,Minha mae me mandando mensagem chorando pq perdeu o brinco e o augeh dessa quarentena,"['mae', 'mandando', 'mensagem', 'chorando', 'pq', 'perdeu', 'brinco', 'augeh', 'dessa', 'quarentena']",mae mandando mensagem chorando pq perdeu brinco augeh dessa quarentena
99,2020-04-28 00:01:53+00:00,RT @JhuFernandes4: Esse ano quero fazer a festa da Jhu com 5 meninas de fora e 5 do Rio  To ousada  Nao sei se consigo  pois depende mais...,"['ano', 'quero', 'fazer', 'festa', 'jhu', '5', 'meninas', '5', 'rio', 'to', 'ousada', 'nao', 'sei', 'consigo', 'pois', 'depende', '...']",ano quero fazer festa jhu 5 meninas 5 rio to ousada nao sei consigo pois depende ...
102,2020-04-28 00:01:53+00:00,nunca quis tanto ter um relacionamento como quero agr  quarentena pq me matastes???,"['nunca', 'quis', 'tanto', 'ter', 'relacionamento', 'quero', 'agr', 'quarentena', 'pq', 'matastes']",nunca quis tanto ter relacionamento quero agr quarentena pq matastes
103,2020-04-28 00:01:53+00:00,"RT @gazeta_brasil: ""Essa quarentena e ficticia  nao tem quarentena na favela do Alemao  na favela da Rocinha  nao tem como isolar esta popu...","['quarentena', 'ficticia', 'nao', 'quarentena', 'favela', 'alemao', 'favela', 'rocinha', 'nao', 'isolar', 'popu', '...']",quarentena ficticia nao quarentena favela alemao favela rocinha nao isolar popu ...
104,2020-04-28 00:01:53+00:00,RT @nahtaliamaia: A pior parte dessa quarentena e sentir que sua vida esta parada e nao poder fazer NADA pra mudar!!! Inacreditavel que ja...,"['pior', 'parte', 'dessa', 'quarentena', 'sentir', 'vida', 'parada', 'nao', 'poder', 'fazer', 'nada', 'pra', 'mudar', 'inacreditavel', 'ja', '...']",pior parte dessa quarentena sentir vida parada nao poder fazer nada pra mudar inacreditavel ja ...
106,2020-04-28 00:01:54+00:00,Quarentena ta me deixando carente o dobro,"['quarentena', 'ta', 'deixando', 'carente', 'dobro']",quarentena ta deixando carente dobro
113,2020-04-28 00:01:54+00:00,RT @lolozinhafer: povo sem nocao vei q nao fica em casa e depois reclama q nunca acaba a quarentena  sera pq ne????,"['povo', 'nocao', 'vei', 'q', 'nao', 'fica', 'casa', 'reclama', 'q', 'nunca', 'acaba', 'quarentena', 'sera', 'pq', 'ne']",povo nocao vei q nao fica casa reclama q nunca acaba quarentena sera pq ne
114,2020-04-28 00:01:55+00:00,RT @misskalimann: nao sei se choro de felicidade ou de tristeza com o fim desse programa EU NAO AGUENTO MAIS mas O QUE EU VOU FAZER NA QUAR...,"['nao', 'sei', 'choro', 'felicidade', 'tristeza', 'fim', 'desse', 'programa', 'nao', 'aguento', 'vou', 'fazer', 'quar', '...']",nao sei choro felicidade tristeza fim desse programa nao aguento vou fazer quar ...
115,2020-04-28 00:01:54+00:00,"RT @cinefilo_K: ""vou deixar de te seguir pq vc e futil e ta acompanhando o BBB""  baby.... a gente ta de quarentena. tamo acompanhando ate l...","['vou', 'deixar', 'seguir', 'pq', 'vc', 'futil', 'ta', 'acompanhando', 'bbb', 'baby', '...', 'gente', 'ta', 'quarentena', 'tamo', 'acompanhando', 'ate', 'l', '...']",vou deixar seguir pq vc futil ta acompanhando bbb baby ... gente ta quarentena tamo acompanhando ate l ...
116,2020-04-28 00:01:55+00:00,@maisa @kaiquebritor prima eu fiz uma dancinha pro titk tok  sim eu me ocupei nessa quarentena criando danca p tikt... https://t.co/VvtTGMRuke,"['prima', 'fiz', 'dancinha', 'pro', 'titk', 'tok', 'sim', 'ocupei', 'nessa', 'quarentena', 'criando', 'danca', 'p', 'tikt', '...']",prima fiz dancinha pro titk tok sim ocupei nessa quarentena criando danca p tikt ...
