date,text
Tue Apr 28 00:01:47 +0000 2020,RT @HentgesRenan: nunca desejei tanto q essa quarentena passasse logo 
Tue Apr 28 00:01:47 +0000 2020,RT @rita_mrodrigues: quarentena: a eu: https://t.co/hjQY6sQil9
Tue Apr 28 00:01:47 +0000 2020,Depois da quarentena eu vou versao hard:  1.  2. Tomara 3. Quero 4. Quem sabe 5. Nunca 6. Nao  7. Pode ser  8.... https://t.co/MJG2MgDc4k
Tue Apr 28 00:01:48 +0000 2020,Na quarentena eu vou malhar pra ficar bem gostosa: https://t.co/YBwE9J7oIJ
Tue Apr 28 00:01:48 +0000 2020,RT @alvxaro: @virgfonseca nossa se for trolagem eu furo a quarentena so ir na casa de vcs pra dar 2 tapa na cara de cada um
Tue Apr 28 00:01:48 +0000 2020,RT @luscas: dia sei la qual da quarentena.. vejo coisas onde nao tem https://t.co/UYBBnqo5l9
Tue Apr 28 00:01:48 +0000 2020,RT @_carolrrocha: eu me sinto uma otaria respeitando o isolamento juro
Tue Apr 28 00:01:49 +0000 2020,RT @limalz_: o povo indo pro santa esquina na primeira sexta pos quarentena
Tue Apr 28 00:01:49 +0000 2020,Primeiro baile que eu for depois da quarentena so vou embora meio dia kkk
Tue Apr 28 00:01:49 +0000 2020,@ademir_arantes Voces gostam muito  alegro a quarentena!
Tue Apr 28 00:01:50 +0000 2020,E isso  quarentena fez eu raspa o cabelo 
Tue Apr 28 00:01:50 +0000 2020,RT @OMercadoPopular: E vamos comecar AMANHA  as 18 horas!  Nosso fundador @P_droMenezes apresentara um debate com os pesquisadores @rdahis...
Tue Apr 28 00:01:50 +0000 2020,cortei absolutamente todas as minhas roupas nessa quarentena
Tue Apr 28 00:01:50 +0000 2020,Eu mesma aprendendo frances na quarentena
Tue Apr 28 00:01:50 +0000 2020,RT @iloveanimaisof: Eu o tempo inteiro nessa quarentena  https://t.co/SENJ4uDSYb
Tue Apr 28 00:01:50 +0000 2020,RT @Rconstantino: Pelo visto o novo ministro comecou a TRABALHAR  e muitos sentem saudades do Rolando Lero e aqueles discursos infindaveis...
Tue Apr 28 00:01:50 +0000 2020,Pra quem entendeu: depois da quarentena vamos todos a igreja kkkk
Tue Apr 28 00:01:50 +0000 2020,quando acabar a quarentena o primeiro role q tiver eu vou ai de mim
Tue Apr 28 00:01:50 +0000 2020,RT @FilosofiaMderna: Eu isolado querendo matar os arrombados que nao respeitam a quarentena https://t.co/X3OssY4tHa
Tue Apr 28 00:01:50 +0000 2020,RT @PaulaLavigne: Aula sobre R retroflexo [?] Nada de live nada de malhar @caetanoveloso [?] #ficaemcasa #quarentena #nadadelive #caetan...
Tue Apr 28 00:01:50 +0000 2020,RT @iloveanimaisof: Eu o tempo inteiro nessa quarentena  https://t.co/SENJ4uDSYb
Tue Apr 28 00:01:51 +0000 2020,RT @rita_mrodrigues: quarentena: a eu: https://t.co/hjQY6sQil9
Tue Apr 28 00:01:51 +0000 2020,eu nao ia aguentar esse semestre perto dos meus colegas de sala  muita gente falando em oportunidade da quarentena  essa e a minha
Tue Apr 28 00:01:51 +0000 2020,RT @____Srkv: Acabando a quarentena so quero um emprego meu Deus por favor UM EMPREGO 
Tue Apr 28 00:01:51 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital
Tue Apr 28 00:01:51 +0000 2020,Tirei 100% irritado! https://t.co/zbHhzqMXcV
Tue Apr 28 00:01:51 +0000 2020,RT @1rminha: Eu tendo que lidar comigo mesma na quarentena
Tue Apr 28 00:01:51 +0000 2020,Ainda nao abri a aplicacao so para perceberem o quao preguicoso sou
Tue Apr 28 00:01:51 +0000 2020,RT @marisartori_: dia 39 de quarentena eu pintei o @BabuSantana https://t.co/aw4rmEzz0y
Tue Apr 28 00:01:51 +0000 2020,RT @FalaRenata: Belivaldo so faltou abrir a casa dele e chamar todo mundo pro churrasco porque de resto abriu TUDO.  Esse decreto me parece...
Tue Apr 28 00:01:51 +0000 2020,Hoje foi o dia que mais me senti cansada dessa quarentena  emocionalmente falando.  Serio  Ja ate descontei na comida....
Tue Apr 28 00:01:51 +0000 2020,@nubank seguir em isolamento em uma roca bem afastada  com toda a familia
Tue Apr 28 00:01:51 +0000 2020,@luizamuraga meninaaaa nos congressos de cuidados paliativos que eu vou sempre falam desse livro  no estagio de ido... https://t.co/VaAQDuxhsy
Tue Apr 28 00:01:52 +0000 2020,minha mae ligou pra dar parabens pro meu tio e descobriu que ta todo mundo na casa dele   INFERNO DE FAMILIA BURRA... https://t.co/CGZFnYTLco
Tue Apr 28 00:01:52 +0000 2020,RT @dudapaulinoo: saudades d quando eu achava que quarentena seria ferias
Tue Apr 28 00:01:52 +0000 2020,RT @Luanft18: Culpa da quarentena kkkk [?] https://t.co/ufiga56OsZ
Tue Apr 28 00:01:52 +0000 2020,Ela esperava: um terceirao tipo hsm  com camisas da sala  festas  formaturas  sextas tematicas  idas ao cinema  Ela... https://t.co/b4KqxJW4s2
Tue Apr 28 00:01:52 +0000 2020,RT @helois777777777: NUNCA poderia IMAGINAR ne @CarlosMoises
Tue Apr 28 00:01:52 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital
Tue Apr 28 00:01:52 +0000 2020,RT @thanity_: Quando essa quarentena acabar eu nem respondo pelas minhas atitudes  vou fingir que e carna
Tue Apr 28 00:01:52 +0000 2020,em busca de joguinhos para apaziguar minha vontade de fazer alguma coisa nessa quarentena  alguma sugestao twisters?
Tue Apr 28 00:01:52 +0000 2020,quando a quarentena acabar eu vou viver no Dona Vitamina
Tue Apr 28 00:01:53 +0000 2020,agr adeus  ate o fim da quarentena
Tue Apr 28 00:01:53 +0000 2020,RT @TodaSapataJa: Quarentena dando problemas na visao https://t.co/CHortyygR1
Tue Apr 28 00:01:53 +0000 2020,Minha mae me mandando mensagem chorando pq perdeu o brinco e o augeh dessa quarentena
Tue Apr 28 00:01:53 +0000 2020,RT @_carolrrocha: eu me sinto uma otaria respeitando o isolamento juro
Tue Apr 28 00:01:53 +0000 2020,RT @JhuFernandes4: Esse ano quero fazer a festa da Jhu com 5 meninas de fora e 5 do Rio  To ousada  Nao sei se consigo  pois depende mais...
Tue Apr 28 00:01:53 +0000 2020,RT @_carolrrocha: eu me sinto uma otaria respeitando o isolamento juro
Tue Apr 28 00:01:53 +0000 2020,RT @_carolrrocha: eu me sinto uma otaria respeitando o isolamento juro
Tue Apr 28 00:01:53 +0000 2020,nunca quis tanto ter um relacionamento como quero agr  quarentena pq me matastes???
Tue Apr 28 00:01:53 +0000 2020,"RT @gazeta_brasil: ""Essa quarentena e ficticia  nao tem quarentena na favela do Alemao  na favela da Rocinha  nao tem como isolar esta popu..."
Tue Apr 28 00:01:53 +0000 2020,RT @nahtaliamaia: A pior parte dessa quarentena e sentir que sua vida esta parada e nao poder fazer NADA pra mudar!!! Inacreditavel que ja...
Tue Apr 28 00:01:53 +0000 2020,RT @marisartori_: dia 39 de quarentena eu pintei o @BabuSantana https://t.co/aw4rmEzz0y
Tue Apr 28 00:01:54 +0000 2020,Quarentena ta me deixando carente o dobro
Tue Apr 28 00:01:54 +0000 2020,RT @FilosofiaMderna: Eu isolado querendo matar os arrombados que nao respeitam a quarentena https://t.co/X3OssY4tHa
Tue Apr 28 00:01:54 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital
Tue Apr 28 00:01:54 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital https://t.co/xhgaoVcJjZ
Tue Apr 28 00:01:54 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital
Tue Apr 28 00:01:54 +0000 2020,RT @luscas: dia sei la qual da quarentena.. vejo coisas onde nao tem https://t.co/UYBBnqo5l9
Tue Apr 28 00:01:54 +0000 2020,RT @otakuzinh0: Quarentena dia ???: eu me tornei o Naruto https://t.co/1ZozBA8Dgn
Tue Apr 28 00:01:54 +0000 2020,RT @lolozinhafer: povo sem nocao vei q nao fica em casa e depois reclama q nunca acaba a quarentena  sera pq ne????
Tue Apr 28 00:01:55 +0000 2020,RT @misskalimann: nao sei se choro de felicidade ou de tristeza com o fim desse programa EU NAO AGUENTO MAIS mas O QUE EU VOU FAZER NA QUAR...
Tue Apr 28 00:01:54 +0000 2020,"RT @cinefilo_K: ""vou deixar de te seguir pq vc e futil e ta acompanhando o BBB""  baby.... a gente ta de quarentena. tamo acompanhando ate l..."
Tue Apr 28 00:01:55 +0000 2020,@maisa @kaiquebritor prima eu fiz uma dancinha pro titk tok  sim eu me ocupei nessa quarentena criando danca p tikt... https://t.co/VvtTGMRuke
Tue Apr 28 00:01:55 +0000 2020,RT @gabicattuzzo: Desculpa o desabafo e pau no cu de quem sai pra dar role na quarentena. Bando de irresponsavel do caralho.
Tue Apr 28 00:01:55 +0000 2020,RT @viniccius13: Bora pular corda? Melhor exercicio pra fazer em casa nessa quarentena... https://t.co/fe8AHvC2Ho
Tue Apr 28 00:01:55 +0000 2020,RT @gabrielazevedo: Ninguem e capaz de negar que o isolamento social gera resultado. Ninguem e capaz de negar que ele nao deve durar para s...
Tue Apr 28 00:01:55 +0000 2020,@_jeancarlos76 @AntunesClauton @robertocabrini @SBTonline Isolamento fake   Jean? Estou no RJ  trabalho diretamente... https://t.co/PfC5u1Ap4i
Tue Apr 28 00:01:55 +0000 2020,RT @Pedrufala_: Caralho que nervoso.....achei que no final do video ia ve os cara com o caixao
Tue Apr 28 00:01:55 +0000 2020,dificil acompanhar um shipp secreto nessa quarentena ein
Tue Apr 28 00:01:55 +0000 2020,eu conheci pessoas extremamente incriveis nessa quarentena
Tue Apr 28 00:01:55 +0000 2020,RT @yaya_caastro: O resto empurro com a barriga  agora so um emprego 
Tue Apr 28 00:01:56 +0000 2020,Gente e o cumulo da falta de respeito sair pra se divertir na quarentena  e literalmente olhar pra dor do proximo e... https://t.co/PGA6Pl5oPs
Tue Apr 28 00:01:56 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital
Tue Apr 28 00:01:56 +0000 2020,RT @MussumAlive: Jovens furam a quarentena pra dar close na internet quando poderiam ajudar os profissionais de saude ficando em casa
Tue Apr 28 00:01:56 +0000 2020,Aula a noite na quarentena ok ja estamos fudidos msm mas aula bioze a noite e apelacao
Tue Apr 28 00:01:56 +0000 2020,RT @foreheadpillar: oi gente eu fiz esses icons de kny na quarentena  as headers estao na thread abaixo https://t.co/3c1cWW1ztr
Tue Apr 28 00:01:56 +0000 2020,RT @BlitzSpitfire: Dicas do Monge para fazer na Quarentena https://t.co/HQbfXPoSvk
Tue Apr 28 00:01:56 +0000 2020,o tanto q eu emagreci na minha pior fase eu ja recuperei puta q pariu q odio vo precisar sofrer mto p ficar gostosa... https://t.co/y9LRKh32wX
Tue Apr 28 00:01:56 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital
Tue Apr 28 00:01:56 +0000 2020,RT @ricardo_destro: os quatro cavaleiros do apocalipse (quarentena) https://t.co/O0K0jYYRWi
Tue Apr 28 00:01:57 +0000 2020,a quarentena ta acabando com meu psicologico
Tue Apr 28 00:01:57 +0000 2020,@pietramotta_ eu to tentando ao maximo me descontruir com isso tb  tentando me aceitar cada vez mais com o corpo at... https://t.co/E4wdrq41BH
Tue Apr 28 00:01:57 +0000 2020,@guilherom quando a quarentena acabar vou pegar o q sobrar do auxilio pra gente fazer nossa proxima tatuagem la viu????
Tue Apr 28 00:01:57 +0000 2020,Crlh Kkkkkkkkkk
Tue Apr 28 00:01:57 +0000 2020,nessa quarentena  eu so queria @SouthPark na @NetflixBrasil 
Tue Apr 28 00:01:57 +0000 2020,a quarentena foi o empurraozinho que eu precisava pra voltar a fzr atividade fisica
Tue Apr 28 00:01:57 +0000 2020,Ha nao kkkkkkkkkkkk pessoal ta e muito loco nessa quarentena
Tue Apr 28 00:01:58 +0000 2020,Dados sao da Agencia Nacional do Petroleo  Gas Natural e Biocombustiveis (ANP)  referentes a semana de 19 a 25 de a... https://t.co/vLyKFA2WnB
Tue Apr 28 00:01:58 +0000 2020,RT @Branquinha192: So vc  linda e deliciosa como sempre pra animar minha segunda na quarentena 
Tue Apr 28 00:01:58 +0000 2020,RT @lucaspireslimam: EAE SEUS FILHOS DA PUTA FURA QUARENTENA viram a reportagem dos 90 funcionarios do hospital que estao desde o dia 25 de...
Tue Apr 28 00:01:58 +0000 2020,eu nao to aguentando mais
Tue Apr 28 00:01:58 +0000 2020,RT @lucaspireslimam: EAE SEUS FILHOS DA PUTA FURA QUARENTENA viram a reportagem dos 90 funcionarios do hospital que estao desde o dia 25 de...
Tue Apr 28 00:01:58 +0000 2020,@XboxBR Nesse tempo de quarentena queria que disponibilizasse jogos de esportes gratuitos por tempo limitado. Seria... https://t.co/bje04B3Oxv
Tue Apr 28 00:01:58 +0000 2020,odeio pensar no que estariamos a fazer se n estivessemos de quarentena pois sei que haveria uma grande chance de ainda estarmos juntos
Tue Apr 28 00:01:58 +0000 2020,Nessa quarentena eu descobri que sei lavar um banheiro melhor do que a funcionaria aqui de casa. https://t.co/T8ZNYK63h2
Tue Apr 28 00:01:58 +0000 2020,RT @FilosofiaMderna: Eu isolado querendo matar os arrombados que nao respeitam a quarentena https://t.co/X3OssY4tHa
Tue Apr 28 00:01:58 +0000 2020,Vale ficar meio alcoolatra nessa #quarentena? Vale ne?
Tue Apr 28 00:01:58 +0000 2020,RT @rafaorneelas: jesus vcs estao se sentindo feias nessa quarentena tbm? caraca mano eu to me sentindo o proprio filhotinho de cruz credo
Tue Apr 28 00:01:58 +0000 2020,Hoje falei pra duas pessoas terem filhos p me chamarem p ser padrinho  vamo la gente  fe q nessa quarentena vai
Tue Apr 28 00:01:59 +0000 2020,RT @euperciu: como explicar o brasil nessa quarentena: https://t.co/g6JOih3pc9
Tue Apr 28 00:01:59 +0000 2020,E eu que fiz bolo de chocolate pra levar amanha pra loja e nao vou mais trabalhar... Bora comecar mais uma quarente... https://t.co/khr8BzW66Y
Tue Apr 28 00:01:59 +0000 2020,RT @FilosofiaMderna: Eu isolado querendo matar os arrombados que nao respeitam a quarentena https://t.co/X3OssY4tHa
Tue Apr 28 00:01:59 +0000 2020,fui compra um refri..... os vei tudin no bar bebendo as fofoqueira na porta de casa e ta td normal por aqui   n tem... https://t.co/I4TNRHd1Mu
Tue Apr 28 00:01:59 +0000 2020,@GoncalvesAyla Kkkkkkkk te pago uma cerveja depois da quarentena Obg[?]
Tue Apr 28 00:01:59 +0000 2020,Quando a quarentena acabar vou sair rasgando meio munto 
Tue Apr 28 00:01:59 +0000 2020,RT @_sandraribeiro_: Esta quarentena esta-me a fazer perceber tanta coisa
Tue Apr 28 00:01:59 +0000 2020,@lorranemrqss Sdds tbm  essa quarentena ta foda kkkkk
Tue Apr 28 00:01:59 +0000 2020,@DecaBsantos @BlogDoTato67 @jairbolsonaro @RodrigoMaia @MPF_PGR @STF_oficial Sim  propus tendo como inspiracao o ex... https://t.co/8BZ1i4zV3e
Tue Apr 28 00:01:59 +0000 2020,RT @C4roljk: A maioria das mulheres estao se depilando com menos frequencia nessa quarentena (por causa d menor contato cm a sociedade) dai...
Tue Apr 28 00:01:57 +0000 2020,Essa rinha de colegio que coisa patetica kkkkkkkkk quarentena vc foi longe demais
Tue Apr 28 00:01:59 +0000 2020,Sentada  esperando a louca ser lavada sozinha...[?][?] . . Eu e quem? . . : ricardopepefotografo #quarentena... https://t.co/CeEfzEoXSt
Tue Apr 28 00:01:59 +0000 2020,RT @_carolrrocha: eu me sinto uma otaria respeitando o isolamento juro
Tue Apr 28 00:01:59 +0000 2020,RT @babi: O fandom da Manu cancelando a BRUNA MARQUEZINE que disse que tudo bem se a Thelma ganhar  QUARENTENA POR FAVOR ACABE LOGO tira es...
Tue Apr 28 00:02:00 +0000 2020,A vontade de matar so nao eh maior que a saudade verdade seja dita
Tue Apr 28 00:02:00 +0000 2020,Na Toca obvio
Tue Apr 28 00:02:00 +0000 2020,"RT @goulart_lenita: Eu estou tao confusa com a quarentena  que ao inves de ler numa mensagem ""Gloria a Deus"" eu li ""Doria Adeus""  E eu nem..."
Tue Apr 28 00:02:00 +0000 2020,RT @inesrcardoso20: Semana da queima vai ser o pico de depressao desta quarentena
Tue Apr 28 00:02:00 +0000 2020,Meu Deus as aracuas que voam aqui perto ja me assustam KKKKKKK ISSO AQUI SERIA FATAL  OLHA O TAMANHO DESSE BICHO. E... https://t.co/Qd0lUCLOjw
Tue Apr 28 00:02:00 +0000 2020,RT @clarabecalli: voces tem nocao que era pra quarentena ter acabado dia 6 de abril  mas nao quiseram ficar em casa ai adiaram pro dia 30 d...
Tue Apr 28 00:02:00 +0000 2020,"RT @AiltonBenedito: Resposta da Suecia ao #coronavirus divide opinioes de cientistas. Olhando de longe  os ""especialistas""  burocratas  jor..."
Tue Apr 28 00:01:57 +0000 2020,RT @otakuzinh0: Quem passar por esse tweet e ignorar a bundinha do Shikamaru e mais um mes de quarentena https://t.co/xSl8sy7pYG
Tue Apr 28 00:02:00 +0000 2020,RT @pseudobia_: E por isso que denunciar e sim essencial.
Tue Apr 28 00:01:59 +0000 2020,"""Na quarentena nao existe bom dia e boa noite  boa tarde pra mim e coisa de vacilao"" kkkkkkkkkkkkkkkkkkkkkk"
Tue Apr 28 00:02:01 +0000 2020,RT @luscas: dia sei la qual da quarentena.. vejo coisas onde nao tem https://t.co/UYBBnqo5l9
Tue Apr 28 00:01:59 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital
Tue Apr 28 00:02:01 +0000 2020,RT @caarmorodrigues: lembram se quando achavamos que a quarentena iam ser 14 dias? im just 
Tue Apr 28 00:02:01 +0000 2020,RT @BichinhosFB: Eu indo pro bar ver meus amigos quando acabar a quarentena https://t.co/JYaWzP0nQB
Tue Apr 28 00:02:01 +0000 2020,RT @_carolrrocha: eu me sinto uma otaria respeitando o isolamento juro
Tue Apr 28 00:02:01 +0000 2020,A globo poderia comecar uma nova temporada semana que vem ja que esta quarentena pelo visto vai ate agosto. Usa a m... https://t.co/hFPPweqt0d
Tue Apr 28 00:02:01 +0000 2020,eu indo no centro pra fazer absolutamente nada depois que a quarentena acabar https://t.co/tAHyLg7v7k
Tue Apr 28 00:02:01 +0000 2020,RT @otakuzinh0: Quarentena dia ???: eu me tornei o Naruto https://t.co/1ZozBA8Dgn
Tue Apr 28 00:02:01 +0000 2020,Quarentena me tira essa vontade absurda de formar familia com uma mulher linda que me ama  e ter tres filhos e dois... https://t.co/ml2CyTq3I7
Tue Apr 28 00:02:00 +0000 2020,RT @babi: O fandom da Manu cancelando a BRUNA MARQUEZINE que disse que tudo bem se a Thelma ganhar  QUARENTENA POR FAVOR ACABE LOGO tira es...
Tue Apr 28 00:02:01 +0000 2020,@nubank Quitaria minha divida com o nubank e guardaria ne.... quando a quarentena acabasse eu ia viajar rs
Tue Apr 28 00:02:01 +0000 2020,Ades&amp;atilde;o ao isolamento social cai em 22 dos 27 estados antes de governadores afrouxarem quarentena... https://t.co/6QuA65B3ga
Tue Apr 28 00:02:02 +0000 2020,nessa quarentena eu ando me irritando mais ao entrar nas redes sociais. tipo entro e vejo gente fazendo piada gente... https://t.co/DVhAXRo7Gp
Tue Apr 28 00:02:02 +0000 2020,@suuh_gonvs E q falta do que fazer na quarentena mana
Tue Apr 28 00:02:02 +0000 2020,RT @legadaodamassa: SE VC TA COM O SONO REGULADO NESSA QUARENTENA PROVAVELMENTE VC E O PROPRIO CORONAVIRUS!!!!!
Tue Apr 28 00:02:02 +0000 2020,Quarentena ta foda nem a maryjona ta prestando 
Tue Apr 28 00:02:02 +0000 2020,No dia 24 de Abril atraves de  um video realizamos o sorteio. Assim cada uma do grupo  ficou responsavel em animar... https://t.co/5wjnfnUMHz
Tue Apr 28 00:02:02 +0000 2020,@madeonblue @tsgankre @bellezita07 @pedro_vcarvalho @medwza @helencitoou @_cinnamonsl @thelast_evil @jotaessimily... https://t.co/wyo1qzVDPA
Tue Apr 28 00:02:02 +0000 2020,RT @falsinana: jovens furam quarentena e fazem barulho na porta de hospital
Tue Apr 28 00:02:03 +0000 2020,RT @kichobin: o primeiro role pos quarentena tem a obrigacao de ser assim  https://t.co/EfkmAsK0mc
Tue Apr 28 00:02:03 +0000 2020,RT @Luiz_Arroz: Ha nao kkkkkkkkkkkk pessoal ta e muito loco nessa quarentena https://t.co/tFUJ5Zbddg
